NOG,Start_date,End_date,Modality,Category,Event_description,Buyer_entity,Buyer_sub_entity,Seller,Qty_of_offers,Amount,Qty,Unit_of_measurement,Qty_sum,bigger_than,days
12348112,2020-04-21,2020-04-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Papelería y artículos de librería,REPRODUCCIÓN DE DOCUMENTOS DEL PROGRAMA SALUD REPRODUCTIVA DE LA DIRECCIÓN DE ÁREA DE SALUD DE QUICHÉ,MINISTERIO DE SALUD PÚBLICA,AREA DE SALUD DE QUICHE,"MATEO,TOJIN,,ELMER,APOLONIO",5,16280.0,10000,Unidad,50260,True,1 days 18:08:19.000000000
12348295,2020-05-25,2020-07-05,Licitación Pública (Art. 17 LCE),Construcción y materiales afines,"MEJORAMIENTO ESCUELA PRIMARIA URBANA MIXTA SIPACATE, ESCUINTLA",MUNICIPALIDAD DE SIPACATE,DIRECCION MUNICIPAL DE PLANIFICACION,"ORELLANA,URRUTIA,,CARLOS,MARCO TULIO",3,13005000.0,1,Metro Cuadrado,1,False,40 days 13:52:05.000000000
12348392,2020-04-01,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,DIOSMINA - HESPERIDINA TABLETA 450 MG - 50 MG,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL TIQUISATE, ESCUINTLA","GLOBAL FARMA, SOCIEDAD ANONIMA",5,7900.0,10000,Unidad - 1 Unidad,10000,False,1 days 14:10:21.000000000
12348406,2020-04-01,2020-04-03,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,ADQUISICIÓN DE GUANTES DE LATEX PARA USO DEL PERSONAL SGAIA/PNC.,MINISTERIO DE GOBERNACIÓN,SUBDIRECCIÓN GENERAL DE ANÁLISIS DE INFORMACIÓN ANTINARCÓTICA DE LA POLICÍA NACIONAL CIVIL,INDUSTRIA TECNIFICADA SOCIEDAD ANONIMA,2,4375.0,25,Caja - 100 Unidades,100,True,1 days 22:02:04.000000000
12348422,2020-04-01,2020-04-02,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"378-MASCARILLA QUIRÚRGICA DESCARTABLE, DE TRES CAPAS, CON FILTRO ANTICONTAMINANTE INCORPORADO, CINTAS DE AMARRE, COLOR CELESTE, CAJA DE 50 A 100 UNIDADES"" CAJA-C-6112",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","SOLUCION GT, SOCIEDAD ANONIMA",1,179928.0,378,Unidad,378,False,0 days 13:44:09.000000000
12348554,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Pedido No. 229/2020, Hierro sacarato o citrato Solución inyectable 100 mg, vial o ampolla 2 ml - 5, Código IGSS 649, de marca comercial ""Venofer""",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"J.I. COHEN, SOCIEDAD ANONIMA",3,89638.4,940,Vial - 2 Mililitro(ml),940,False,3 days 19:25:48.000000000
12348570,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Pedido No. 230/2020, Hierro sacarato o citrato Solución inyectable 100 mg, vial o ampolla 2 ml - 5, Código IGSS 649, de marca comercial ""Venofer""",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"J.I. COHEN, SOCIEDAD ANONIMA",4,89638.4,940,Vial - 2 Mililitro(ml),940,False,3 days 19:26:14.000000000
12348589,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Pedido No. 227/2020, Hierro sacarato o citrato Solución inyectable 100 mg, vial o ampolla 2 ml - 5, Código IGSS 649, de marca comercial ""Venofer""",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"J.I. COHEN, SOCIEDAD ANONIMA",3,89638.4,940,Vial - 2 Mililitro(ml),940,False,3 days 19:26:57.000000000
12348597,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Pedido No. 228/2020, Hierro sacarato o citrato Solución inyectable 100 mg, vial o ampolla 2 ml - 5, Código IGSS 649, de marca comercial ""Venofer""",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,UNIDAD DE CONSULTA EXTERNA DE ENFERMEDADES,"J.I. COHEN, SOCIEDAD ANONIMA",3,89638.4,940,Vial - 2 Mililitro(ml),940,False,3 days 19:27:22.000000000
1234862,2010-07-30,2010-08-25,Cotización (Art. 38 LCE),Salud e insumos hospitalarios,SUMINISTRO DE SONDAS DE ASPIRACION CIRCUITO CERRADO VARIAS MEDIDAS EVENTO MSPAS No. 2010-ROO-C060,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,OXI-RENT SOCIEDAD ANONIMA,0,654000.0,3500,UNIDAD,10900,True,25 days 13:56:04.000000000
12348724,2020-04-01,2020-04-02,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"2500-GORRO DESCARTABLE PARA DAMA, IMPERMEABLE, CON BORDE DE ELASTICO, TAMAÑO ESTANDAR, EMPAQUE CAJA DE 100 HASTA 300 UNIDADES- C-6145",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"HOSPITAL DEPARTAMENTAL PUERTO BARRIOS, IZABAL","SUPLIDORA HOSPITALARIA, SOCIEDAD ANONIMA.",1,2200.0,2500,Unidad,2500,False,0 days 11:21:29.000000000
12348880,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 82/2020 CÓDIGO 6637 BOLSA PARA RECOLECCIÓN URINARIA, PARA PIERNA DE PACIENTE, CIRCUITO CERRADO Y DRENAJE, VÁLVULA ANTIRREFLUJO, CON CAPACIDAD 600 Ó 750 ml, ESCALA GRADUADA Y BANDAS DE FIJACIÓN, EMPAQUE INDIVIDUAL, ESTÉRIL, DESCARTABLE.",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA","SUPLIDORA HOSPITALARIA, SOCIEDAD ANONIMA.",2,2502.4,368,Unidad - 1 Unidad,368,False,3 days 20:07:43.000000000
12348899,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"CODIGO 6910 MEDIA ELASTICA DE COMPRESION GRADUDADA 20-30 mmHG, TAMAÑO GRANDE HASTA LA RODILLA CON BANDA DE SUJECION ANTIDESLIZANTE EN EL EXTREMO",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA","INDUSTRIAS DE NYLON Y TEXTILES, SOCIEDAD ANONIMA",4,89955.0,1999,Unidad - 1 Unidad,1999,False,3 days 20:07:20.000000000
12348902,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 1508/2020 CODIGO 15230 MEDIA DE COMPRESION GRADUADA, 20-30 mmHG, TAMAÑO GRANDE Y/O EXTRAGRANDE, TIPO PANTY, COLOR NATURAL. (USO EXCLUSIVO CLINICA DE VENAS)",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA","INDUSTRIAS DE NYLON Y TEXTILES, SOCIEDAD ANONIMA",4,51801.75,897,Unidad - 1 Unidad,897,False,3 days 20:06:56.000000000
12348910,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 1509/2020 CÓDIGO 6595 MEDIA ELÁSTICA DE COMPRESIÓN GRADUADA 20-30 mmHG TAMAÑO GRANDE HASTA EL MUSLO, CON BANDA DE SUJECIÓN ANTIDESLIZANTE EN EL EXTREMO",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA","INDUSTRIAS DE NYLON Y TEXTILES, SOCIEDAD ANONIMA",4,89980.0,1636,Unidad - 1 Unidad,1636,False,3 days 20:06:35.000000000
12348929,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"MSPAS 2,020 GUA-CD-046 ADQUISICIÓN DE INSUMOS MÉDICO FARMACÉUTICO ODONTOLÓGICO",MINISTERIO DE SALUD PÚBLICA,AREA DE SALUD GUATEMALA CENTRAL,"DEPOSITO DENTAL DENTECO, SOCIEDAD ANONIMA",1,16903.0,35,Jeringa - 12 Mililitro(ml),276,True,4 days 01:41:19.000000000
12348937,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 1510/2020 CÓDIGO 14985 ESPACIADOR DE VOLUMEN CON BOQUILLA, ADULTO, EMPAQUE INDIVIDUAL, DESCARTABLE",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA",OXI-RENT SOCIEDAD ANONIMA,1,12958.0,190,Unidad - 1 Unidad,190,False,3 days 20:06:12.000000000
1234897,2010-07-26,2010-08-06,Cotización (Art. 38 LCE),"Transporte, repuestos y combustibles",COMPRA DE COMBUSTIBLE DIESEL,"MUNICIPALIDAD DE GUATEMALA, GUATEMALA",DEPARTAMENTO DE COMPRAS,"UNOPETROL GUATEMALA, SOCIEDAD ANONIMA",0,506400.0,24000,GALONES,24000,False,10 days 23:46:06.000000000
12348988,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 1515/2020 CODIGO 6909 MEDIA ELÁSTICA DE COMPRESIÓN GRADUADA 20-30 mmHG, TAMAÑO MEDIANA, HASTA LA RODILLA, CON BANDA DE SUJECIÓN ANTIDESLIZANTE EN EL EXTREMO, PAR",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA","INDUSTRIAS DE NYLON Y TEXTILES, SOCIEDAD ANONIMA",2,71961.75,1523,Unidad - 1 Unidad,1523,False,3 days 19:50:11.000000000
1234900,2010-07-21,2010-07-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Otros tipos de bienes o servicios,COMPRA DIRECTA. MSPAS No. 2010-HMA-CD016 Reparación de Planta Telefónica Marca Panasonic Modelo XTDA-200 de 8 Líneas y 56 Extensiones,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE MAZATENANGO,"GOMEZ,TAJIBOY,LOPEZ,ANGELA,ANABELLA",0,39275.0,1,Servicio,1,False,2 days 00:48:22.000000000
12349054,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 1527/2020 CÓDIGO 9718 MEMBRANA DE REGENERACION EPITELIAL, A BASE DE APIS MELLIFERA AL 72%, DE 10 X 10 cm., ESTÉRIL, EMPAQUE INDIVIDUAL",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA",BODEGA FARMACEUTICA SOCIEDAD ANONIMA,3,4785.0,33,Unidad - 1 Unidad,33,False,3 days 19:49:07.000000000
12349089,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Factor IX recombinante, Concentración: 500 ui; Forma farmacéutica: Polvo estéril para solución inyectable; Vía de administración: Intravenosa; Vial de 5 mililitro-*",MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,"COMPAÑIA FARMACEUTICA LANQUETIN, SOCIEDAD ANONIMA",1,89045.88,28,Vial - 5 Mililitro(ml),28,False,4 days 00:33:47.000000000
12349119,2020-04-02,2020-04-03,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,Compra de Gluconato de clorhexidina Acción: antiséptico; concentración: 4%; forma farmacéutica: líquida; via de administración: tópico para el Hospital Regional de Occidente,MINISTERIO DE SALUD PÚBLICA,HOSPITAL REGIONAL DE OCCIDENTE QUETZALTENANGO,"SOLIS,GONZALEZ,,JORGE,ALFREDO",1,47120.0,800,Envase - 1 Litro(lt),800,False,0 days 21:56:16.000000000
12349135,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Electricidad y aire acondicionado, Otros tipos de bienes o servicios, Transporte, repuestos y combustibles","EVENTO 4284/2020. S/C. MANTENIMIENTO PREVENTIVO Y CORRECTIVO MENSUAL PARA COMPRESOR INDUSTRIAL DE TORNILLO CON PRESIÓN MÁXIMA DE 125 PSI, NO. DE BIEN: 411960.",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"VARGAS,PIRIR,,PEDRO,MAXIMO",3,33600.0,1,Unidad,1,False,3 days 23:05:21.000000000
12349143,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Factor IX recombinante, Concentración: 500 ui; Forma farmacéutica: Polvo estéril para solución inyectable; Vía de administración: Intravenosa; Vial de 5 mililitro/*+",MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,"COMPAÑIA FARMACEUTICA LANQUETIN, SOCIEDAD ANONIMA",1,89045.88,28,Vial - 5 Mililitro(ml),28,False,4 days 00:33:18.000000000
12349178,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"MSPAS 2,020 GUA-CD-047 ADQUISICIÓN DE INSUMOS MÉDICO FARMACÉUTICO ODONTOLÓGICO",MINISTERIO DE SALUD PÚBLICA,AREA DE SALUD GUATEMALA CENTRAL,"DEPOSITO DENTAL DENTECO, SOCIEDAD ANONIMA",1,75580.0,27,Frasco - 15 Mililitro(ml),175,True,4 days 01:37:21.000000000
12349186,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Factor IX recombinante, (Concentración: 500 ui;) Forma farmacéutica: Polvo estéril para solución inyectable; Vía de administración: Intravenosa; Vial de 5 mililitro",MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,"COMPAÑIA FARMACEUTICA LANQUETIN, SOCIEDAD ANONIMA",1,89045.88,28,Vial - 5 Mililitro(ml),28,False,3 days 23:52:27.000000000
1234919,2010-07-21,2010-07-23,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Alimentos y semillas,"EVENTO DE CARNES CORRESPONDIENTE AL MES DE AGOSTO 2010, 2142-2010",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"DELICARNES, SOCIEDAD ANONIMA",0,81843.75,300,LIBRA,300,False,1 days 21:59:29.000000000
12349194,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Factor IX recombinante, Concentración: 500 ui; Forma farmacéutica: Polvo estéril para solución inyectable; Vía de administración: Intravenosa; Vial de 5 mililitro/(¿",MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,"COMPAÑIA FARMACEUTICA LANQUETIN, SOCIEDAD ANONIMA",1,89045.88,28,Vial - 5 Mililitro(ml),28,False,4 days 00:29:47.000000000
12349216,2020-05-28,2020-06-10,Cotización (Art. 38 LCE),Electricidad y aire acondicionado,"COTIZACIÓN No. 13-2020, ADQUISICIÓN DE LUMINARIAS LED Y ACCESORIOS PARA LAS TORRES DE ILUMINACIÓN DEL RECINTO FISCAL DE LA EMPRESA PORTUARIA NACIONAL SANTO TOMAS DE CASTILLA.",EMPRESA PORTUARIA NACIONAL SANTO TOMÁS DE CASTILLA -EMPORNAC-,EMPRESA PORTUARIA SANTO TOMAS DE CASTILLA,ALEL SOCIEDAD ANONIMA,1,897900.0,60,Unidad - 1 Unidad,60,False,12 days 18:35:41.000000000
12349259,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Otros tipos de bienes o servicios, Salud e insumos hospitalarios",EVENTO 4285/2020. S/C. MANTENIMIENTO PREVENTIVO Y CORRECTIVO A MICROSCOPIO BINOCULAR.,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"FUENTES,RUIZ,,JOSE,ANTONIO",3,3300.0,6,Unidad,6,False,3 days 23:02:44.000000000
1234927,2010-07-26,2010-08-06,Cotización (Art. 38 LCE),"Transporte, repuestos y combustibles","COMPRA DE 14,000 GALONES DE GASOLINA REGULAR SP 2010","MUNICIPALIDAD DE GUATEMALA, GUATEMALA",DEPARTAMENTO DE COMPRAS,"UNOPETROL GUATEMALA, SOCIEDAD ANONIMA",0,336000.0,14000,GALONES,14000,False,11 days 01:55:19.000000000
12349275,2020-04-07,2020-04-13,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Transporte, repuestos y combustibles","""ADQUISICIÓN DE REPUESTOS PARA LAS FASES DE 450 HRS. DE LAS AERONAVES DC3-TP67 FAG-590 Y FAG-530 DE LA FUERZA AÉREA GUATEMALTECA""",MINISTERIO DE LA DEFENSA NACIONAL,COMANDANCIA DE LA FUERZA AEREA GUATEMALTECA,"AERO SERVICIOS AVE, SOCIEDAD ANONIMA",3,65181.5,32,Unidad,510,True,5 days 21:43:45.000000000
12349321,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Otros tipos de bienes o servicios, Salud e insumos hospitalarios","EVENTO 4286/2020. S/C. MANTENIMIENTO PREVENTIVO Y CORRECTIVO A MONITOR CARDIORESPIRATORIO MOD. UT400A, MARCA GOLDWAY.",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"ARANGO,SANTOS,,RANDY,",2,6999.0,1,Unidad,1,False,3 days 23:01:09.000000000
12349348,2020-04-03,2020-04-07,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,WARFARINA SODICA TABLETA 5 MG CANTIDAD 570 PEDIDO 933/2020 CODIGO IGSS 665,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,POLICLINICA,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",3,285.0,570,Unidad - 1 Unidad,570,False,3 days 20:32:50.000000000
12349356,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),"Otros tipos de bienes o servicios, Salud e insumos hospitalarios",EVENTO 4287/2020. S/C. MANTENIMIENTO PREVENTIVO Y CORRECTIVO PARA ASPIRADORES PARA TOMA DE PARED CON FRECUENCIA CONTINUA E INTERMITENTE.,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,HOSPITAL GENERAL DE ENFERMEDADES,"FUENTES,RUIZ,,JOSE,ANTONIO",3,1125.0,3,Unidad,3,False,3 days 22:59:31.000000000
12349364,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"PEDIDO 1520/2020 CODIGO 6157 JERINGA DESCARTABLE PARA INSULINA, 1 ML. CON ESCALA 100 UNIDADES, EMPAQUE INDIVIDUAL, ESTERIL, CON EMBOLO DE HULE, LIBRE DE PIROGENOS, 3 PIEZAS CON AGUJA INCORPORADA NO. 29 G X 1/2"" Ó 30G X 1/2"", TRIBISELADA Y SILICONIZADA",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CENTRO DE ATENCION MEDICA INTEGRAL PARA PENSIONADOS, CAMIP 2 BARRANQUILLA","PRODUCTOS SANITARIOS, SOCIEDAD ANONIMA",1,84992.82,257554,Unidad - 1 Unidad,257554,False,3 days 20:18:17.000000000
12349372,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Construcción y materiales afines,MATERIALES PARA DREANJE PLUVIAL PARA DISTINTAS COMUNIDADES DEL MUNICIPIO DE SAN JUAN SACATEPEQUEZ,"MUNICIPALIDAD DE SAN JUAN SACATEPEQUEZ, GUATEMALA",DEPARTAMENTO DE COMPRAS,"CORPORACION REDMAS, SOCIEDAD ANONIMA",4,79509.28,16,Unidad,16,False,4 days 00:45:45.000000000
12349410,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,"Factor IX recombinante, Concentración: 500 ui; Forma farmacéutica: Polvo estéril para solución inyectable; Vía de administración: Intravenosa; Vial de 5 mililitro.....",MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,"COMPAÑIA FARMACEUTICA LANQUETIN, SOCIEDAD ANONIMA",1,89045.88,28,Vial - 5 Mililitro(ml),28,False,3 days 23:51:57.000000000
12349437,2020-04-03,2020-04-07,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,ADQUISICIÓN DE ÚTILES MENORES DE MATERIAL MEDICO QUIRÚRGICO (14 INSUMOS).,MINISTERIO DE SALUD PÚBLICA,HOSPITAL DE LA TINTA,"MARROQUIN,VIDES,,ANA,LUCRECIA",2,23500.0,25,Unidad - 1 Unidad,550,True,3 days 22:02:55.000000000
12349461,2020-04-02,2020-04-03,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"100 CEFIXIMA, TABLETA O CAPSULA, 400 MG, CODIGO IGSS: 48",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CONSULTORIO ANTIGUA GUATEMALA, SACATEPEQUEZ",LABORATORIOS Y DROGUERIA PHARMADEL SOCIEDAD ANONIMA,4,308.0,100,Unidad - 1 Unidad,100,False,1 days 00:05:57.000000000
12349488,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Computación y telecomunicaciones,Compra de Cuatro 4 Computadoras portátiles de 512 Gigabytes para la Gerencia Regional Sur de la Superintendencia de Administración Tributaria Código de Insumo 77527 Según especificaciones adjuntas .,SUPERINTENDENCIA DE ADMINISTRACION TRIBUTARIA -SAT-,DEPARTAMENTO ADMINISTRATIVO FINANCIERO REGIÓN SUR,"SEGA, SOCIEDAD ANONIMA",8,33728.0,4,Unidad - 1 Unidad,4,False,4 days 01:23:13.000000000
12349518,2020-04-16,2020-04-29,Arrendamientos por Cotización(Art.43 inciso d ),Construcción y materiales afines,"ARRENDAMIENTO DE MAQUINARIA PARA MANTENIMIENTO DE CAMINO, ALDEA PINO ZAPOTON A CASERIO LOS OCALES, SAN CARLOS ALZATATE, JALAPA.","MUNICIPALIDAD DE SAN CARLOS ALZATATE, JALAPA",DIRECCIÓN MUNICIPAL DE PLANIFICACIÓN,"VASQUEZ,ESPINOZA,,RIGOBERTO,",1,356000.0,900,Metro Cúbico,1169,True,13 days 04:42:56.000000000
12349534,2020-04-03,2020-04-07,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,FUROSEMIDA TABLETA 40 MG CANTIDAD 13700 PEDIDO 937/2020 CODIGO IGSS 705,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,POLICLINICA,BODEGA FARMACEUTICA SOCIEDAD ANONIMA,4,2055.0,13700,Unidad - 1 Unidad,13700,False,3 days 20:30:51.000000000
12349569,2020-04-02,2020-04-03,Procedimientos Regulados por el artículo 44 LCE (Casos de Excepción),Salud e insumos hospitalarios,"2700 CLORURO DE SODIO, SOLUCION MASIVA PARENTERAL 0.9%, FRASCO O BOLSA 100 ML, CODIGO IGSS: 193",INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,"CONSULTORIO ANTIGUA GUATEMALA, SACATEPEQUEZ",BAXTER DE GUATEMALA SOCIEDAD ANONIMA,3,12150.0,2700,Bolsa - 100 Mililitro(ml),2700,False,1 days 00:03:25.000000000
12349577,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Otros tipos de bienes o servicios,"MANTENIMIENTO PREVENTIVO Y CORRECTIVO A MÁQUINAS DEL DEPARTAMENTO DE COSTURERÍA, POR UN PERIODO DE 12 MESES, DEL HOSPITAL GENERAL SAN JUAN DE DIOS.",MINISTERIO DE SALUD PÚBLICA,HOSPITAL GENERAL SAN JUAN DE DIOS,"GOMEZ,DIAZ,,PEDRO,",2,86928.0,1,Unidad,1,False,3 days 19:48:07.000000000
12349593,2020-04-30,2020-05-14,Cotización (Art. 38 LCE),Construcción y materiales afines,"COMPRA DE MATERIALES PARA PROYECTO: MEJORAMIENTO CALLE (PAVIMENTACION) ENTRE ALDEA LAS UVAS Y ALDEA PILETAS, EL PROGRESO, JUTIAPA","MUNICIPALIDAD DE EL PROGRESO, JUTIAPA",DIRECCIÓN MUNICIPAL DE PLANIFICACIÓN,"PODER ECOLOGICO, SOCIEDAD ANONIMA",2,532400.0,900,Metro Cúbico,4000,True,13 days 20:03:24.000000000
12349623,2020-04-03,2020-04-07,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,AMIODARONA CLORHIDRATO TABLETA 200 MG CANTIDAD 1100 PEDIDO 935/2020 CODIGO IGSS 690,INSTITUTO GUATEMALTECO DE SEGURIDAD SOCIAL -IGSS-,POLICLINICA,SERVICIO DE COMERCIO INTERNACIONAL SOCIEDAD ANONIMA,3,671.0,1100,Unidad - 1 Unidad,1100,False,3 days 20:28:58.000000000
12349658,2020-04-02,2020-04-06,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),Salud e insumos hospitalarios,ADQUISICIÓN DE LÁMINA CORTANTE CON EQUIPO INTERCONECTOR ESTÉRIL CON SISTEMA DE AVANCE DE CUCHILLAS AUTOMÁTICO Y CENTRÍFUGA REFRIGERADA PARA SU USO,MINISTERIO DE SALUD PÚBLICA,"HOSPITAL REGIONAL DE HUEHUETENANGO ""DR. JORGE VIDES MOLINA""",SERVICIOS QUIRURGICOS SOCIEDAD ANONIMA,1,89850.0,3000,Unidad - 1 Unidad,3000,False,3 days 19:37:47.000000000
